Date,T_surf,T_sub,T_air,SW_d,SW_u,LW_d,LW_u,SHF,LHF,dH
1/1/2018 0:00,-27.6442,-14.0032,-26.2594,0,0,174.482,205.0394,26.8607,-2.782,-11.2455
1/1/2018 1:00,-27.9806,-14.0032,-26.3848,0,0,153.9255,203.3322,32.4113,-2.2247,-11.2452
1/1/2018 2:00,-28.4944,-14.011,-26.4589,0,0,146.8652,201.4559,42.2969,-1.8125,-11.2469
1/1/2018 3:00,-28.88,-14.0206,-26.7486,0,0,137.0081,199.9214,48.0196,-1.7957,-11.2487
1/1/2018 4:00,-28.2279,-14.0341,-26.6308,0,0,151.1699,202.4456,44.0343,-3.641,-11.2464
1/1/2018 5:00,-28.5439,-14.0457,-27.4809,0,0,146.2124,201.2792,33.8852,-4.7526,-11.2447
1/1/2018 6:00,-29.2229,-14.061,-27.8404,0,0,128.3325,198.5633,43.5315,-3.7497,-11.2381
1/1/2018 7:00,-29.4718,-14.0801,-28.3675,0,0,131.8588,197.8759,37.5167,-4.2261,-11.2338
1/1/2018 8:00,-29.7916,-14.0988,-29.0031,0,0,129.6943,196.7946,29.4512,-4.6721,-11.2405
1/1/2018 9:00,-30.2052,-14.1182,-28.8238,0,0,123.5228,195.302,45.6734,-2.8466,-11.2407
1/1/2018 10:00,-30.7447,-14.1383,-29.4719,0,0,126.6246,193.6985,40.5942,-2.1855,-11.2383
1/1/2018 11:00,-30.8847,-14.1578,-29.4023,0,0,124.0577,193.1829,46.4823,-1.8891,-11.2398
1/1/2018 12:00,-31.2694,-14.175,-29.5046,0,0,122.6381,191.94,50.3851,-1.206,-11.2373
1/1/2018 13:00,-30.8716,-14.2002,-29.0544,0,0,123.2999,193.2015,54.1521,-1.6584,-11.242
1/1/2018 14:00,-30.487,-14.2195,-28.7166,0,0,123.9251,194.4265,54.0831,-2.5685,-11.242
1/1/2018 15:00,-30.2141,-14.2452,-28.7189,0,0,123.3575,195.2682,49.061,-3.4577,-11.2358
1/1/2018 16:00,-30.2841,-14.2693,-28.5887,0,0,126.244,195.136,52.9123,-2.9434,-11.2391
1/1/2018 17:00,-29.3732,-14.3,-27.6807,0,0,142.8438,198.5212,54.3313,-3.3126,-11.2395
1/1/2018 18:00,-29.134,-14.3282,-27.7044,0,0,141.7097,199.2488,47.2497,-4.2985,-11.2361
1/1/2018 19:00,-29.6493,-14.3605,-28.263,0,0,129.2946,197.2341,47.7094,-3.9289,-11.237
1/1/2018 20:00,-29.8634,-14.3886,-28.2304,0,0,122.2287,196.343,55.4534,-3.2854,-11.2472
1/1/2018 21:00,-29.9752,-14.418,-28.2939,0,0,121.6035,195.9701,57.2347,-3.0914,-11.25
1/1/2018 22:00,-30.5979,-14.4483,-28.9834,0,0,121.3603,194.0014,51.7078,-2.12,-11.2514
1/1/2018 23:00,-30.754,-14.4743,-28.8788,0,0,122.0695,193.533,55.1705,-1.431,-11.2517
1/2/2018 0:00,-30.5918,-14.501,-28.6294,0,0,122.2837,194.049,57.2969,-1.6224,-11.2503
1/2/2018 1:00,-31.5554,-14.5284,-29.236,0,0,122.0196,191.0329,55.5287,-0.5811,-11.2504
1/2/2018 2:00,-31.4262,-14.5481,-28.7313,0,0,125.6476,191.5444,60.1048,-0.5681,-11.2492
1/2/2018 3:00,-31.3475,-14.5734,-28.3671,0,0,126.3172,191.8083,60.4748,-0.5265,-11.2504
1/2/2018 4:00,-31.3498,-14.5973,-28.9184,0,0,128.9111,191.8786,58.0626,-1.0912,-11.2488
1/2/2018 5:00,-31.807,-14.6243,-29.3906,0,0,130.2485,190.5008,51.0979,-0.856,-11.2486
1/2/2018 6:00,-31.5156,-14.6474,-28.7058,0,0,132.6886,191.4779,59.9273,-0.562,-11.2461
1/2/2018 7:00,-30.9594,-14.6737,-27.9929,0,0,137.5842,193.355,59.3306,-0.8529,-11.2421
1/2/2018 8:00,-31.8449,-14.6956,-28.9152,0,0,130.0302,190.3804,50.4094,-0.4924,-11.2399
1/2/2018 9:00,-32.0934,-14.725,-29.0122,0,0,122.1746,189.3738,65.0492,-0.5279,-11.2379
1/2/2018 10:00,-32.1799,-14.7492,-29.2125,0,0,120.9143,189.0696,63.6741,-0.7684,-11.2446
1/2/2018 11:00,-32.2959,-14.7746,-29.8002,0,0,123.6373,188.7942,61.9148,-1.5892,-11.2544
1/2/2018 12:00,-32.2328,-14.8041,-29.7124,0,0,121.9644,188.938,64.8907,-1.8555,-11.2564
1/2/2018 13:00,-32.4166,-14.8297,-29.5939,0,0,120.6191,188.3335,65.7175,-1.6525,-11.2552
1/2/2018 14:00,-32.346,-14.8533,-29.5691,0,0,120.1691,188.5361,68.3553,-2.098,-11.2533
1/2/2018 15:00,-32.4788,-14.8846,-29.7369,0,0,119.4036,188.1058,67.5777,-2.0579,-11.2529
1/2/2018 16:00,-33.4822,-14.9122,-30.8831,0,0,118.925,185.0343,59.2946,-1.6742,-11.2515
1/2/2018 17:00,-34.3177,-14.937,-31.7339,0,0,118.3817,182.5001,54.4419,-1.0666,-11.2506
1/2/2018 18:00,-34.551,-14.9623,-31.9291,0,0,118.3034,181.7991,57.3921,-0.9813,-11.248
1/2/2018 19:00,-34.868,-14.9858,-32.3135,0,0,118.6867,180.8653,56.2144,-0.9912,-11.2444
1/2/2018 20:00,-34.2733,-15.0152,-31.1728,0,0,120.0276,182.6831,68.3096,-1.031,-11.2423
1/2/2018 21:00,-33.9822,-15.0397,-30.9376,0,0,119.5127,183.542,69.8927,-1.3517,-11.2408
1/2/2018 22:00,-33.6147,-15.0685,-30.3501,0,0,121.2294,184.703,72.5297,-1.6918,-11.2475
1/2/2018 23:00,-33.7854,-15.1011,-30.5905,0,0,124.5059,184.2843,64.5647,-1.6679,-11.2485
1/3/2018 0:00,-33.6455,-15.1251,-30.3162,0,0,126.3447,184.7642,66.8615,-1.4956,-11.2445
1/3/2018 1:00,-32.7454,-15.1529,-29.4384,0,0,125.4717,187.4716,72.1499,-2.7036,-11.2408
1/3/2018 2:00,-32.8116,-15.1808,-29.4963,0,0,122.7358,187.1872,72.9245,-2.5915,-11.2404
1/3/2018 3:00,-32.6077,-15.2085,-29.1995,0,0,120.4692,187.7427,77.9342,-3.2171,-11.2418
1/3/2018 4:00,-32.5693,-15.2422,-29.2997,0,0,118.9358,187.8144,79.5326,-3.4606,-11.2488
1/3/2018 5:00,-32.6191,-15.27,-29.443,0,0,120.3239,187.7032,78.6171,-3.468,-11.2501
1/3/2018 6:00,-32.5456,-15.2998,-29.4465,0,0,119.5558,187.9053,79.0574,-3.5185,-11.2556
1/3/2018 7:00,-32.468,-15.3296,-29.5794,0,0,119.0739,188.1289,80.7363,-3.9355,-11.2525
1/3/2018 8:00,-32.4564,-15.3615,-29.6159,0,0,118.6197,188.151,78.8742,-3.8893,-11.2496
1/3/2018 9:00,-32.526,-15.3894,-29.669,0,0,120.709,188.0002,75.8324,-3.6558,-11.2446
1/3/2018 10:00,-32.2471,-15.4172,-29.8062,0,0,129.1202,189.109,68.9059,-3.849,-11.2424
1/3/2018 11:00,-31.6457,-15.4432,-29.3423,0,0,138.126,191.2358,66.5535,-4.6691,-11.2414
1/3/2018 12:00,-31.8607,-15.4671,-29.5468,0,0,127.7842,190.2601,67.0964,-4.3617,-11.2415
1/3/2018 13:00,-31.8583,-15.4951,-29.6936,0,0,129.2293,190.3117,63.8324,-3.9977,-11.2428
1/3/2018 14:00,-31.7223,-15.5191,-29.7106,0,0,134.6444,190.8938,59.407,-3.8627,-11.2417
1/3/2018 15:00,-32.0243,-15.5451,-30.0404,0,0,127.046,189.7335,57.8846,-3.7083,-11.2421
1/3/2018 16:00,-32.1751,-15.5691,-30.0088,0,0,125.7662,189.2298,63.6962,-3.4418,-11.2412
1/3/2018 17:00,-32.2038,-15.5931,-29.8484,0,0,123.6926,189.0788,65.2263,-3.351,-11.2411
1/3/2018 18:00,-32.3853,-15.6091,-30.0123,0,0,126.6453,188.6096,61.8,-3.2071,-11.2399
1/3/2018 19:00,-32.3867,-15.6312,-30.0963,0,0,129.86,188.7023,60.0885,-3.1761,-11.2458
1/3/2018 20:00,-32.224,-15.6492,-29.7961,0,0,127.0842,189.1191,62.9813,-3.1201,-11.2547
1/3/2018 21:00,-32.6656,-15.6693,-30.1238,0,0,122.0317,187.6119,66.1458,-2.719,-11.256
1/3/2018 22:00,-32.6451,-15.6914,-30.1691,0,0,128.5518,187.8704,61.7376,-2.5281,-11.2584
1/3/2018 23:00,-32.6997,-15.7075,-30.1456,0,0,122.7247,187.5288,65.525,-2.3057,-11.2547
1/4/2018 0:00,-32.9571,-15.7255,-30.3428,0,0,121.0415,186.6922,63.9762,-2.0278,-11.2509
1/4/2018 1:00,-32.9759,-15.7416,-30.2438,0,0,121.9642,186.6625,66.1642,-2.1093,-11.2491
1/4/2018 2:00,-32.9514,-15.7637,-30.2124,0,0,122.2049,186.7444,68.4504,-2.2987,-11.2463
1/4/2018 3:00,-32.9055,-15.7818,-30.1148,0,0,123.9316,186.9366,69.567,-2.3276,-11.2563
1/4/2018 4:00,-33.0636,-15.7959,-30.3484,0,0,119.7069,186.3278,69.5617,-2.174,-11.2537
1/4/2018 5:00,-33.2308,-15.812,-30.5057,0,0,118.9282,185.796,68.2888,-2.1815,-11.2503
1/4/2018 6:00,-33.145,-15.8362,-30.3841,0,0,118.9605,186.0577,71.1835,-2.3042,-11.2463
1/4/2018 7:00,-33.029,-15.8584,-30.3562,0,0,118.9246,186.4098,72.0466,-2.5689,-11.2478
1/4/2018 8:00,-32.7244,-15.8765,-30.1118,0,0,118.8829,187.3383,73.546,-2.9124,-11.2581
1/4/2018 9:00,-32.481,-15.8886,-29.9128,0,0,119.1782,188.0921,74.3141,-3.3128,-11.2581
1/4/2018 10:00,-32.0975,-15.9149,-29.583,0,0,124.2497,189.4242,75.8649,-4.0159,-11.2547
1/4/2018 11:00,-31.6436,-15.9331,-29.2125,0,0,126.9675,190.9074,77.3198,-5.597,-11.2511
1/4/2018 12:00,-31.6536,-15.9453,-28.9095,0,0,123.8081,190.7814,79.1149,-5.272,-11.2518
1/4/2018 13:00,-31.5262,-15.9731,-28.7333,0,0,124.4388,191.1958,80.6268,-5.7227,-11.2499
1/4/2018 14:00,-31.157,-15.9885,-28.2606,0,0,128.6632,192.4709,80.0432,-6.0741,-11.2487
1/4/2018 15:00,-30.7772,-16.0095,-27.9155,0,0,135.7797,193.8715,76.5833,-6.1618,-11.2592
1/4/2018 16:00,-30.62,-16.0342,-27.5704,0,0,130.2952,194.1995,79.9776,-6.6028,-11.254
1/4/2018 17:00,-30.8517,-16.0496,-27.8074,0,0,126.1326,193.3484,85.1725,-7.1984,-11.2573
1/4/2018 18:00,-30.6728,-16.0637,-27.4518,0,0,129.5098,194.0101,84.1964,-7.173,-11.2598
1/4/2018 19:00,-30.8028,-16.0841,-27.6292,0,0,130.8531,193.6431,74.5181,-6.3562,-11.2567
1/4/2018 20:00,-30.939,-16.0922,-27.4584,0,0,124.654,193.0335,79.2339,-6.0418,-11.2526
1/4/2018 21:00,-31.3492,-16.1102,-27.9941,0,0,123.2962,191.7115,80.7841,-5.2342,-11.2487
1/4/2018 22:00,-31.4857,-16.1227,-28.0731,0,0,122.6525,191.2674,80.955,-5.1267,-11.2534
1/4/2018 23:00,-31.4388,-16.1317,-28.063,0,0,122.7445,191.416,85.6593,-5.9275,-11.2586
1/5/2018 0:00,-31.2473,-16.1479,-27.7686,0,0,123.3043,192.0286,86.768,-6.0604,-11.2644
1/5/2018 1:00,-31.0972,-16.1581,-27.5544,0,0,123.1024,192.4905,86.5558,-5.8395,-11.2642
1/5/2018 2:00,-30.8504,-16.169,-27.4065,0,0,123.5003,193.2738,90.5012,-6.5877,-11.2644
1/5/2018 3:00,-30.8901,-16.1836,-27.6087,0,0,123.2276,193.1411,89.0927,-6.0571,-11.2606
1/5/2018 4:00,-30.6316,-16.1856,-26.9897,0,0,124.1359,193.9789,87.9312,-5.9982,-11.2601
1/5/2018 5:00,-30.7109,-16.206,-27.0544,0,0,124.3338,193.736,84.3754,-5.9202,-11.26
1/5/2018 6:00,-30.7712,-16.208,-27.1389,0,0,124.4289,193.549,86.913,-5.8514,-11.2577
1/5/2018 7:00,-31.1083,-16.2283,-27.5224,0,0,124.0152,192.4829,82.8896,-4.8321,-11.256
1/5/2018 8:00,-31.0571,-16.2324,-27.3123,0,0,124.4534,192.6567,82.5262,-4.5296,-11.2545
1/5/2018 9:00,-31.3412,-16.2445,-27.6052,0,0,124.449,191.7709,83.8482,-3.8741,-11.2522
1/5/2018 10:00,-32.0336,-16.2558,-28.6692,0,0,124.9287,189.6437,77.5778,-3.6411,-11.2519
1/5/2018 11:00,-30.7231,-16.2615,-26.9178,0,0,127.4289,193.7914,94.4685,-5.7906,-11.253
1/5/2018 12:00,-30.6943,-16.2747,-27.2086,0,0,130.2391,193.9651,82.9712,-5.5578,-11.2537
1/5/2018 13:00,-30.816,-16.2813,-27.3554,0,0,131.6297,193.6262,80.001,-5.3058,-11.256
1/5/2018 14:00,-30.9362,-16.2895,-27.3821,0,0,129.315,193.1805,80.93,-4.8085,-11.2579
1/5/2018 15:00,-31.4586,-16.3055,-28.1901,0,0,130.8527,191.5981,73.5774,-3.9541,-11.2541
1/5/2018 16:00,-31.445,-16.309,-28.4465,0,0,138.0516,191.8561,67.6866,-3.7474,-11.2544
1/5/2018 17:00,-31.1323,-16.3267,-28.1862,0,0,142.6734,192.9702,66.9947,-3.5738,-11.2555
1/5/2018 18:00,-30.191,-16.3275,-26.9058,0,0,150.5176,196.1569,68.9856,-3.5124,-11.2568
1/5/2018 19:00,-29.4793,-16.33,-26.2441,0,0,156.376,198.5892,59.664,-3.6459,-11.2582
1/5/2018 20:00,-28.8697,-16.3467,-25.9729,0,0,158.4666,200.6087,64.8925,-4.8473,-11.255
1/5/2018 21:00,-26.4059,-16.3577,-23.2973,0,0,169.5174,208.9566,82.246,-8.4453,-11.2557
1/5/2018 22:00,-24.6415,-16.3664,-21.4135,0,0,181.905,215.2192,86.605,-13.4078,-11.2543
1/5/2018 23:00,-23.4716,-16.3786,-20.5895,0,0,193.7306,219.5486,74.0871,-16.2657,-11.2544
1/6/2018 0:00,-22.8063,-16.3813,-20.2184,0,0,197.3458,221.9447,68.0404,-17.216,-11.2549
1/6/2018 1:00,-22.5647,-16.3839,-19.6968,0,0,189.5238,222.5447,73.002,-17.9902,-11.2573
1/6/2018 2:00,-22.5653,-16.4067,-19.9459,0,0,191.0514,222.5888,66.2739,-16.5086,-11.2609
1/6/2018 3:00,-22.0578,-16.4094,-19.8266,0,0,193.9775,224.4391,68.6663,-19.7778,-11.2534
1/6/2018 4:00,-22.2068,-16.4093,-19.6735,0,0,185.4693,223.6654,70.3611,-15.9805,-11.2491
1/6/2018 5:00,-22.0198,-16.4094,-19.2254,0,0,177.8259,224.0908,78.8111,-16.6442,-11.2503
1/6/2018 6:00,-23.616,-16.4092,-20.4318,0,0,149.8195,217.7377,84.8964,-10.092,-11.2552
1/6/2018 7:00,-23.2905,-16.3982,-20.0717,0,0,148.18,218.803,92.747,-12.2762,-11.253
1/6/2018 8:00,-23.601,-16.3815,-20.7622,0,0,145.0675,217.6478,96.8545,-15.895,-11.2489
1/6/2018 9:00,-24.1798,-16.3815,-21.5589,0,0,143.7781,215.636,87.2661,-13.6226,-11.2513
1/6/2018 10:00,-23.6074,-16.3691,-20.8623,0,0,142.8085,217.5566,95.306,-14.3144,-11.2555
1/6/2018 11:00,-23.6949,-16.3569,-21.0947,0,0,141.8286,217.2284,93.3477,-14.0572,-11.2564
1/6/2018 12:00,-23.8152,-16.3406,-21.522,0,0,140.5331,216.7787,85.5564,-13.0193,-11.2462
1/6/2018 13:00,-23.5945,-16.3303,-21.206,0,0,138.7492,217.4798,89.8193,-13.5564,-11.249
1/6/2018 14:00,-23.8796,-16.3119,-22.1788,0,0,138.1815,216.4891,70.6726,-13.1497,-11.2519
1/6/2018 15:00,-23.5879,-16.2994,-22.0605,0,0,138.2364,217.4866,67.2436,-14.4354,-11.249
1/6/2018 16:00,-23.8931,-16.2901,-22.7246,0,0,138.7748,216.4605,54.0821,-12.8555,-11.2525
1/6/2018 17:00,-23.7036,-16.2779,-22.4847,0,0,139.2434,217.123,56.563,-12.2195,-11.2405
1/6/2018 18:00,-22.5245,-16.2677,-21.0627,0,0,140.6151,221.2263,62.7566,-13.9153,-11.2518
1/6/2018 19:00,-21.7531,-16.252,-20.553,0,0,141.4207,223.9253,57.0983,-18.4082,-11.2375
1/6/2018 20:00,-23.8104,-16.2468,-23.2255,0,0,145.215,216.9499,29.1618,-14.9603,-11.2431
1/6/2018 21:00,-23.3494,-16.2258,-22.8551,0,0,157.7568,218.8913,25.6189,-14.1744,-11.246
1/6/2018 22:00,-22.0239,-16.2229,-21.3239,0,0,154.6033,223.3889,34.708,-14.9447,-11.2467
1/6/2018 23:00,-21.847,-16.211,-21.1836,0,0,153.8173,223.9702,32.6755,-15.2367,-11.2421
1/7/2018 0:00,-22.0223,-16.2,-21.5565,0,0,160.6612,223.5678,23.8915,-15.6119,-11.2386
1/7/2018 1:00,-21.8452,-16.196,-21.3544,0,0,163.2014,224.2578,27.6249,-17.8499,-11.2359
1/7/2018 2:00,-21.6272,-16.196,-21.1517,0,0,189.3839,225.8062,29.6521,-17.4138,-11.2392
1/7/2018 3:00,-21.4074,-16.1878,-20.9745,0,0,195.6281,226.7642,26.8001,-18.5151,-11.235
1/7/2018 4:00,-20.3095,-16.1717,-19.637,0,0,184.802,230.3165,31.7022,-14.7664,-11.2328
1/7/2018 5:00,-20.0931,-16.1642,-18.4599,0,0,156.2139,230.2295,58.7765,-7.4217,-11.2295
1/7/2018 6:00,-20.1783,-16.1418,-17.4208,0,0,151.3504,229.7812,73.5887,-6.9298,-11.2311
1/7/2018 7:00,-21.6278,-16.1258,-17.6005,0,0,142.873,224.4134,78.6616,-7.501,-11.2266
1/7/2018 8:00,-23.0064,-16.1171,-19.1766,0,0,141.1194,219.5795,69.6459,-6.7832,-11.2274
1/7/2018 9:00,-24.6496,-16.0913,-20.5429,0,0,142.1851,213.9981,60.1944,-3.9887,-11.239
1/7/2018 10:00,-25.2356,-16.0821,-21.0222,0,0,142.9418,212.0515,64.8819,-2.9222,-11.2363
1/7/2018 11:00,-25.5732,-16.0611,-21.9837,0,0,144.4211,210.9667,62.4257,-3.564,-11.2382
1/7/2018 12:00,-25.6858,-16.0398,-22.5056,0,0,144.4267,210.5877,NaN,NaN,-11.2323
1/7/2018 13:00,-25.483,-16.0272,-21.9305,0,0,143.2523,211.2301,62.1537,-3.3374,-11.2377
1/7/2018 14:00,-25.7591,-16.0097,-22.2536,0,0,142.1958,210.277,65.744,-3.034,-11.2396
1/7/2018 15:00,-25.887,-15.995,-22.5277,0,0,141.0647,209.8173,71.5062,-2.6288,-11.2414
1/7/2018 16:00,-25.6365,-15.9855,-22.3286,0,0,139.7397,210.6118,74.9345,-2.8276,-11.2398
1/7/2018 17:00,-25.7723,-15.9715,-22.3007,0,0,137.7111,210.0986,78.3636,-2.159,-11.2393
1/7/2018 18:00,-25.9538,-15.9608,-22.3816,0,0,136.6321,209.4621,76.2862,-1.187,-11.2351
1/7/2018 19:00,-26.2267,-15.9603,-22.5042,0,0,136.5876,208.5558,76.4697,-1.6423,-11.235
1/7/2018 20:00,-25.6156,-15.9604,-21.3246,0,0,136.8474,210.5953,85.1943,-1.5821,-11.2398
1/7/2018 21:00,-27.0804,-15.9618,-23.2091,0,0,134.5283,205.6808,68.6437,-2.1496,-11.241
1/7/2018 22:00,-27.0752,-15.9598,-22.179,0,0,135.4123,205.725,84.9716,-0.2878,-11.2362
1/7/2018 23:00,-24.8615,-15.9581,-19.9772,0,0,137.2483,213.1477,104.14,-0.0834,-11.2291
1/8/2018 0:00,-24.0664,-15.9504,-19.3057,0,0,138.1373,215.8537,99.5666,-1.5067,-11.2271
1/8/2018 1:00,-23.3375,-15.9467,-18.2648,0,0,140.3302,218.4084,NaN,NaN,-11.2273
1/8/2018 2:00,-24.3224,-15.9564,-20.1368,0,0,145.4306,215.2042,81.5524,-2.2047,-11.2324
1/8/2018 3:00,-22.6892,-15.9671,-18.6668,0,0,164.1291,221.3612,85.5402,-2.6368,-11.2361
1/8/2018 4:00,-22.2288,-15.969,-18.228,0,0,159.5587,222.8112,84.9856,-0.821,-11.238
1/8/2018 5:00,-21.9201,-15.9706,-18.0542,0,0,161.452,223.9425,76.7274,-1.9092,-11.233
1/8/2018 6:00,-22.1899,-15.9716,-18.1413,0,0,150.209,222.6678,82.0117,-1.6312,-11.2247
1/8/2018 7:00,-22.7662,-15.9715,-18.671,0,0,152.2362,220.7316,80.2728,-1.7616,-11.2273
1/8/2018 8:00,-21.4767,-15.9706,-17.4974,0,0,149.6834,225.1407,87.277,-0.487,-11.2306
1/8/2018 9:00,-21.5976,-15.9726,-17.3867,0,0,144.4774,224.5607,93.525,-0.7134,-11.2261
1/8/2018 10:00,-21.9298,-15.9739,-17.7986,0,0,143.1944,223.3611,90.3889,-0.5287,-11.2276
1/8/2018 11:00,-21.879,-15.973,-17.6208,0,0,145.553,223.609,88.8104,-1.0473,-11.2303
1/8/2018 12:00,-21.2137,-15.9733,-17.5013,0,0,147.4328,225.9987,90.2426,-1.9473,-11.2316
1/8/2018 13:00,-20.5267,-15.9659,-17.1363,0,0,154.0766,228.6237,86.2079,-4.0596,-11.2325
1/8/2018 14:00,-20.235,-15.956,-16.9878,0,0,155.9438,229.7154,83.8132,-5.4184,-11.2346
1/8/2018 15:00,-20.3985,-15.95,-16.9732,0,0,158.849,229.2209,78.7427,-4.9788,-11.2335
1/8/2018 16:00,-20.0524,-15.948,-16.6066,0,0,164.0419,230.609,81.3743,-5.3547,-11.2326
1/8/2018 17:00,-19.7289,-15.9338,-16.7331,0,0,169.0112,231.9143,76.1806,-5.0794,-11.2307
1/8/2018 18:00,-19.5201,-15.9257,-16.6692,0,0,175.7571,232.8649,70.7299,-6.6158,-11.2268
1/8/2018 19:00,-19.3501,-15.9196,-16.589,0,0,180.0911,233.6054,67.923,-6.9579,-11.2228
1/8/2018 20:00,-19.5559,-15.9016,-16.711,0,0,177.9854,232.803,60.624,-4.9056,-11.2293
1/8/2018 21:00,-19.38,-15.8995,-16.0835,0,0,175.2229,233.3522,72.0227,-7.6946,-11.2352
1/8/2018 22:00,-19.9366,-15.8868,-16.5737,0,0,172.1029,231.2678,63.8346,-7.4696,-11.234
1/8/2018 23:00,-20.9285,-15.8719,-17.192,0,0,165.8885,227.5568,56.6276,-4.9183,-11.2275
1/9/2018 0:00,-22.2999,-15.8572,-18.034,0,0,160.794,222.6049,41.8793,-2.5585,-11.2331
1/9/2018 1:00,-22.1572,-15.8447,-18.3279,0,0,172.2689,223.4457,61.0567,-4.3251,-11.2406
1/9/2018 2:00,-19.7907,-15.8261,-16.6732,0,0,199.9108,232.6259,56.7107,-8.8047,-11.2396
1/9/2018 3:00,-19.721,-15.8066,-16.3686,0,0,195.3591,232.7386,52.9758,-7.3103,-11.2361
1/9/2018 4:00,-19.4999,-15.797,-16.1358,0,0,197.2621,233.5839,42.4258,-4.2898,-11.2321
1/9/2018 5:00,-20.2215,-15.781,-16.5546,0,0,188.011,230.7267,33.1477,-2.285,-11.2323
1/9/2018 6:00,-19.7232,-15.7647,-17.1035,0,0,221.8424,233.521,25.9279,-3.6071,-11.2342
1/9/2018 7:00,-19.9087,-15.7546,-17.3236,0,0,205.6912,232.3779,12.7672,-2.5892,-11.2386
1/9/2018 8:00,-20.3167,-15.7406,-17.9655,0,0,218.4251,231.3016,16.1086,-3.5086,-11.2326
1/9/2018 9:00,-20.0291,-15.7285,-16.6651,0,0,214.1758,232.1959,14.9668,-1.1352,-11.2297
1/9/2018 10:00,-20.7977,-15.7105,-16.6398,0,0,190.4296,228.7597,27.935,-2.2546,-11.2261
1/9/2018 11:00,-20.3004,-15.7024,-18.3495,0,0,218.1378,231.349,24.0994,-6.2385,-11.2385
1/9/2018 12:00,-20.7516,-15.6883,-17.9189,0,0,199.355,229.1948,28.8423,-5.0599,-11.244
1/9/2018 13:00,-19.8041,-15.676,-17.3686,0,0,211.0659,232.9089,27.4111,-5.1568,-11.2412
1/9/2018 14:00,-20.3409,-15.6603,-17.8921,0,0,204.6794,230.8024,NaN,NaN,-11.2365
1/9/2018 15:00,-22.3085,-15.6519,-19.5309,0,0,172.851,222.9489,21.9504,-1.0398,-11.2339
1/9/2018 16:00,-23.6582,-15.6358,-20.3989,0,0,160.4621,217.9165,34.3295,-0.2003,-11.2308
1/9/2018 17:00,-24.932,-15.629,-21.3213,0,0,156.6039,213.4842,35.2313,0.9191,-11.2344
1/9/2018 18:00,-25.8203,-15.62,-21.4181,0,0,160.2111,210.6136,39.339,1.839,-11.2391
1/9/2018 19:00,-26.3306,-15.5988,-22.5624,0,0,158.2578,208.8617,41.681,1.5322,-11.2425
1/9/2018 20:00,-26.1321,-15.5977,-22.3724,0,0,167.293,209.791,41.8193,1.0844,-11.2444
1/9/2018 21:00,-26.1825,-15.5817,-22.8807,0,0,165.467,209.5692,32.2523,0.2756,-11.245
1/9/2018 22:00,-26.637,-15.5737,-22.8978,0,0,155.7765,207.7754,47.2537,0.1198,-11.2456
1/9/2018 23:00,-26.4486,-15.5737,-23.0855,0,0,155.1454,208.3782,57.3392,-0.3044,-11.2382
1/10/2018 0:00,-25.8084,-15.5717,-22.4727,0,0,156.662,210.547,61.7765,-1.2494,-11.2381
1/10/2018 1:00,-25.836,-15.5737,-22.6113,0,0,156.622,210.4541,NaN,NaN,-11.2441
1/10/2018 2:00,-25.9155,-15.5737,-22.7175,0,0,156.2405,210.1784,51.9265,-2.4043,-11.2455
1/10/2018 3:00,-25.8701,-15.5737,-22.7428,0,0,156.5775,210.3391,56.9574,-2.5951,-11.2417
1/10/2018 4:00,-26.2274,-15.5817,-22.6423,0,0,158.4804,209.2103,52.9361,-1.3105,-11.2328
1/10/2018 5:00,-26.5198,-15.5977,-22.2742,0,0,156.7748,208.192,49.6651,-0.3048,-11.2358
1/10/2018 6:00,-26.908,-15.5977,-23.1652,0,0,154.5488,206.8474,48.2609,-0.7188,-11.2378
1/10/2018 7:00,-27.3996,-15.6097,-22.6888,0,0,153.1249,205.1943,45.9092,0.7056,-11.2382
1/10/2018 8:00,-27.1318,-15.6197,-23.4506,0,0,152.3208,206.0471,54.937,0.2602,-11.2375
1/10/2018 9:00,-26.2234,-15.6298,-21.4809,0,0,156.2229,209.156,67.2576,3.1053,-11.239
1/10/2018 10:00,-25.5634,-15.6441,-21.1847,0,0,158.2145,211.4114,NaN,NaN,-11.2425
1/10/2018 11:00,-22.964,-15.649,-18.0428,0,0,165.1669,220.489,109.4244,0.1528,-11.2419
1/10/2018 12:00,-19.4715,-15.6568,-15.1028,0,0,170.3835,232.8799,101.8781,-2.7484,-11.2421
1/10/2018 13:00,-18.8596,-15.6731,-14.6722,0,0,172.5394,235.1585,92.6207,-7.104,-11.2385
1/10/2018 14:00,-17.2254,-15.6936,-13.8272,0,0,175.9573,241.2226,95.3055,-10.0422,-11.2327
1/10/2018 15:00,-16.1441,-15.7036,-13.2512,0,0,178.8448,245.3193,99.3751,-17.3671,-11.2249
1/10/2018 16:00,-15.9562,-15.7197,-12.7883,0,0,177.1729,245.9717,101.3325,-19.7513,-11.2312
1/10/2018 17:00,-15.5823,-15.7302,-12.6266,0,0,176.2607,247.347,109.8706,-24.5102,-11.2364
1/10/2018 18:00,-15.2866,-15.7498,-11.9447,0,0,178.4726,248.5264,131.426,-38.5985,-11.2289
1/10/2018 19:00,-14.1866,-15.7566,-10.5509,0,0,190.6141,253.0716,133.8797,-38.5673,-11.222
