distance,elevation,dhdt,error,v,smb
62700,44.64032549,0.064741445,0.36291881,496.7780844,451.9468406
62850,44.64727894,0.059149634,0.414790803,497.5298019,451.4748155
63000,44.52556641,0.033417173,0.530109783,497.7937622,450.9026521
63150,44.31513967,-0.000823324,0.540137242,497.7937622,450.7302551
63300,44.142694,-0.026960793,0.447618802,497.9157085,450.3486914
63450,44.10426089,-0.032240533,0.412545034,499.227512,449.7914007
63600,44.23148279,-0.00399384,0.590677951,499.7315668,449.5116122
63750,44.4801621,0.049058267,0.7195563,499.7315668,449.0340576
63900,44.75330325,0.103954218,0.676792451,499.7315668,448.9001837
64050,44.98578723,0.140867803,0.447907814,500.2854352,448.2001343
64200,45.08759277,0.145960142,0.400405522,503.9554129,448.2001343
64350,45.06673025,0.109427403,0.619644191,503.9554129,448.068317
64500,44.9363056,0.062391835,0.658529737,503.9554129,447.3755798
64650,44.76246964,0.023598111,0.496112952,504.0083045,447.3197689
64800,44.61253756,0.005509844,0.297863867,505.0438729,446.5947158
64950,44.51519307,0.003355164,0.2,506.7709045,445.9901428
65100,44.46432571,0.016918084,0.2,506.7709045,445.9901428
65250,44.4217805,0.026948231,0.176257618,507.3226704,445.3796363
65400,44.38070967,0.028756157,0.153058367,507.3226704,445.1898804
65550,44.36303392,0.022540084,0.287224962,507.3226704,444.6332712
65700,44.36921884,0.008088213,0.319403891,507.6471473,444.6285095
65850,44.4155071,-0.005750088,0.289818993,508.8236516,444.0325058
66000,44.45838297,-0.018988276,0.252520307,508.9522412,443.3362943
66150,44.4423912,-0.034499114,0.258125292,509.392798,443.2905273
66300,44.37828602,-0.048196065,0.26,509.4944454,442.7150544
66450,44.29242227,-0.058269423,0.241283842,509.4944454,442.5197449
66600,44.25827826,-0.062657984,0.195990894,510.470866,442.1320977
66750,44.26542956,-0.063,0.19,511.2279132,441.830836
66900,44.2643573,-0.066593793,0.231780705,511.2806163,441.3204961
67050,44.23188537,-0.076078759,0.26415452,511.2806163,441.2196655
67200,44.21076715,-0.074970189,0.313886896,511.2806163,441.0655681
67350,44.26075404,-0.056623343,0.468573821,512.8456815,440.5040675
67500,44.37367231,-0.021003909,0.55962419,512.9680675,440.4723816
67650,44.46394334,0.019652141,0.465114291,512.9680675,439.7370031
67800,44.47899363,0.052608448,0.252379393,512.9680675,439.7339783
67950,44.41030029,0.066679015,0.170210999,513.3728945,439.1906624
68100,44.30476227,0.041014728,0.214759924,513.3808966,438.9872227
68250,44.20440852,0.0428665,0.508847763,514.8708739,438.48526
68400,44.11496272,-0.003223192,0.67985243,515.6678623,438.4585977
68550,44.06004888,-0.046177721,0.664298231,515.6678623,437.7696533
68700,44.05734928,-0.075893004,0.474393503,515.6678623,437.7550076
68850,44.15210465,-0.077869989,0.376445867,516.0042086,437.1917306
69000,44.2898423,-0.057307184,0.393005812,517.2332668,436.8258797
69150,44.42197063,-0.033608287,0.305074063,517.2332668,436.5570984
69300,44.50046259,-0.011123601,0.24267195,517.2332668,436.4352259
69450,44.52531014,0.009891559,0.292325489,517.8519965,435.9191949
69600,44.55137338,0.034807437,0.357587907,517.9482296,435.8638
69750,44.60327583,0.063136353,0.318317813,514.1202666,435.2045997
69900,44.69398456,0.085484474,0.194429384,513.9709943,435.178894
70050,44.80868272,0.116733819,0.15075216,514.6712626,434.6712611
70200,44.92006537,0.082522856,0.23,514.6712626,434.4942888
70350,45.02205962,0.071313419,0.23,514.6712626,434.0159207
70500,45.06599875,0.061907309,0.179704754,516.538665,434.0148709
70650,45.03798308,-0.009579965,0.120260951,518.2947238,433.355669
70800,44.97241023,0.057261236,0.12,518.3020083,433.3514709
70950,44.89193317,0.065316768,0.120163361,518.3020083,432.8601157
71100,44.84110147,0.072805461,0.151403012,518.2907256,432.6599063
71250,44.84797192,0.078970376,0.162276495,517.9202672,432.2213745
71400,44.85677508,0.076102717,0.222247274,517.9251941,432.2138516
71550,44.80754985,0.060083901,0.326872695,518.0780337,431.9306805
71700,44.71647467,0.03474486,0.410978261,518.1702148,431.489067
71850,44.54948605,-0.002405292,0.437814865,518.1702148,431.0571364
72000,44.369863,-0.040534644,0.408577803,518.4200312,430.8044908
72150,44.24305122,-0.070381167,0.347587176,519.821893,430.4810791
72300,44.20448273,-0.088246548,0.267764596,520.1232496,430.2445236
72450,44.26174999,-0.087229397,0.288836923,520.1232496,429.8581848
72600,44.50317677,-0.0587933,0.481214671,520.3567755,429.6629742
72750,44.80288273,-0.013223352,0.594690661,520.6680141,429.4028015
72900,45.07421201,0.03759558,0.559155821,521.2386804,429.0400139
73050,45.23896539,0.081106915,0.379220089,521.6292994,428.791687
73200,45.25793013,0.105483819,0.219053565,521.8410754,428.5072455
73350,45.20901868,0.108,0.215962641,521.9295018,428.2079634
73500,45.11328535,0.098063282,0.310644729,521.9295018,428.1877441
73650,44.9708044,0.072183106,0.386983524,522.6517554,427.8163575
73800,44.80704969,0.04382289,0.375861391,523.6990972,427.6257296
73950,44.65346606,0.019271577,0.288718419,523.7520194,427.1818316
74100,44.56998234,0.004547229,0.196042846,523.7520194,427.1507874
74250,44.59082489,0.001024036,0.140501999,523.7520194,426.5748677
74400,44.70789737,0.00845794,0.186997409,523.9656216,426.5648499
74550,44.89706654,0.027338197,0.267903308,524.9284453,426.1394249
74700,45.08612252,0.051035806,0.319663985,524.930824,425.9592182
74850,45.22032102,0.075058763,0.281600008,525.0854636,425.5559387
75000,45.25882595,0.095295709,0.174112647,527.9856084,425.5013383
75150,45.18138577,0.116352975,0.111699247,527.9099249,424.9870911
75300,45.06111805,0.148097864,0.103956222,527.4095723,424.8845081
75450,44.95031421,0.103211545,0.163494553,527.2849546,424.4245605
75600,44.88474101,0.089775033,0.311659382,527.2849546,424.3422851
75750,44.85559478,0.06265835,0.446065271,527.2849546,423.9625262
75900,44.84656189,0.029576924,0.485587197,527.487478,423.7764028
76050,44.84588392,0.001938463,0.405090318,528.5860368,423.4519043
76200,44.86974197,-0.01320476,0.278886317,528.5860368,423.3768086
76350,44.91579639,-0.019323386,0.214455042,528.5860368,422.9868849
76500,44.95336871,-0.027145546,0.232858614,528.6999407,422.7100049
76650,44.96216596,-0.039090861,0.361566337,528.8680279,422.4943848
76800,44.95118502,-0.058562886,0.377820268,529.098612,422.3027721
76950,44.92307681,-0.076756817,0.362867665,530.0607475,421.9567261
77100,44.86319444,-0.092203884,0.344904315,530.4004512,421.7695244
77250,44.80990322,-0.096,0.324013394,530.4004512,421.4423199
77400,44.77535036,-0.089028383,0.335254915,530.4004512,421.4246521
77550,44.75685662,-0.070900803,0.387865208,530.913,421.1169327
77700,44.78885755,-0.037752441,0.448416905,532.2812022,420.5435159
77850,44.8653007,0.006389823,0.498766698,532.4011687,420.4988708
78000,44.9590443,0.054213931,0.491594468,532.4011687,420.4988708
78150,45.06440421,0.091646338,0.415218899,532.7615718,419.98596
78300,45.18421473,0.106981054,0.3302557,532.767845,419.9788503
78450,45.29797708,0.099242849,0.408318572,533.6950355,419.5900859
78600,45.32994966,0.071091192,0.499789349,536.2850328,419.4733715
78750,45.22827553,0.036438773,0.441722007,536.2921619,419.0756531
78900,44.9833939,0.002837193,0.350177815,536.2921619,419.0487317
79050,44.66457667,-0.023269736,0.321152574,536.8064656,418.655303
79200,44.38758072,-0.038776989,0.33,541.7865888,418.4876724
79350,44.24060488,-0.049578985,0.326638633,542.4704881,418.1828308
79500,44.2051121,-0.059133698,0.331613668,542.4704881,417.9846258
79650,44.19113227,-0.076009689,0.44134637,542.7510343,417.6842651
79800,44.12859731,-0.110542013,0.602839893,543.1064711,417.4583748
79950,44.08950186,-0.149459491,0.612839908,543.6064872,417.190033
80100,44.15237074,-0.159456298,0.603942686,544.2110684,417.007407
80250,44.44661542,-0.138899626,0.793109546,544.7895666,416.7491176
80400,44.86270753,-0.083218468,0.866714314,545.1812515,416.4545933
80550,45.25709539,-0.021995895,0.729784308,545.1812515,416.3218384
80700,45.51173271,0.020304299,0.361750168,546.1622391,416.2690325
80850,45.57636708,0.034002793,0.236791017,547.6990232,415.926023
81000,45.57265605,0.026829973,0.289742021,547.8891887,415.8380127
81150,45.58181164,0.002432062,0.407288406,547.8891887,415.3986244
81300,45.64339387,-0.024210746,0.455174141,547.8891887,415.3579712
81450,45.72460533,-0.034917187,0.503248433,550.4317935,415.0030251
81600,45.76698855,0.002283148,1.032645938,550.4771118,414.8835796
81750,45.73751816,0.097790441,1.626597508,550.4771118,414.5109994
81900,45.60422098,0.239014038,1.839782027,550.4775832,414.5101352
82050,45.35527229,0.374943863,1.547453968,550.7695462,414.0396423
82200,45.04164172,0.474507909,0.902973914,550.821098,414.0285991
82350,44.70941514,0.519028452,0.376859301,552.8917428,413.6506121
82500,44.4422409,0.525881847,0.240724322,553.6713382,413.4950828
82650,44.33604017,0.530692811,0.271870099,553.6713382,413.1657843
82800,44.38772666,0.553345383,0.436202425,553.6713382,413.1062927
82950,44.60662585,0.58427147,0.528004626,554.5694577,412.9907696
83100,44.83543138,0.590013205,0.725142569,556.5041631,412.7419128
83250,44.95506766,0.532076385,1.571938194,556.5041631,412.4705472
83400,44.93746292,0.392753502,2.28545841,556.5041631,412.2809448
83550,44.84007743,0.214864086,2.291045399,557.0220842,411.9691997
83700,44.77341275,0.043073076,1.724032375,558.4009055,411.8223877
83850,44.78206538,-0.068780205,0.875459544,558.7207402,411.5869729
84000,44.85290884,-0.096687289,0.236287159,558.7207402,411.4019385
84150,44.99504109,-0.11360183,0.196820656,559.3521261,411.0991554
84300,45.20520019,-0.114689499,0.228644187,559.6129309,411.0065308
84450,45.41099171,-0.110229174,0.223033707,559.8616503,410.6908707
84600,45.55812454,-0.100733543,0.246716791,560.5025042,410.5534058
84750,45.58534415,-0.078605768,0.376209059,560.6993945,410.3725524
84900,45.53662664,-0.04205732,0.547186274,560.6993945,410.1456256
85050,45.43526884,0.005685445,0.606777175,560.6993945,409.8416876
85200,45.40504247,0.063657875,0.591760814,561.2744003,409.7449951
85350,45.44514905,0.115167062,0.496188329,561.3143918,409.368253
85500,45.54129939,0.153970203,0.382804989,561.7852253,409.2183683
85650,45.70499502,0.187802375,0.258170976,561.8359089,408.9401245
85800,45.82133591,0.204109217,0.238580295,562.5352502,408.9299722
85950,45.71042599,0.186843612,0.392845948,563.0024814,408.7544138
86100,45.46542918,0.149260818,0.690408897,563.4269959,408.4396381
86250,45.09634951,0.093583938,1.065660032,563.7731271,408.0888567
86400,44.61319099,0.022036073,1.452990244,564.0052083,407.8052813
86550,44.02484656,-0.063295542,1.787046937,564.0876247,407.6920471
86700,42.73610261,-0.235455306,1.879978649,562.9634633,407.616992
86850,41.65580439,-0.380209071,1.281415345,559.4941248,407.3084471
87000,40.96776283,-0.465859769,0.681930906,559.3620091,407.1274915
87150,40.66549242,-0.528653309,0.272011652,559.1212542,406.8926086
87300,40.54015393,-0.565900674,0.175167828,559.4514045,406.783199
87450,40.3835521,-0.542591993,0.281354454,559.4514045,406.4477234
87600,40.28178924,-0.555120862,0.447403839,559.4514045,406.3748304
87750,40.34557381,-0.54482517,0.655150638,559.4558164,406.0093606
87900,40.64190664,-0.507840508,0.721298174,559.5171512,405.7915097
88050,41.17521054,-0.44347948,0.776240851,559.6432317,405.6101707
88200,41.88253126,-0.358279408,0.820681455,559.8245306,405.4537517
88350,42.70091452,-0.258777609,0.85532277,560.0515208,405.310661
88500,43.56740608,-0.151511405,0.880867583,560.3146751,405.1693065
88650,44.41905166,-0.043018115,0.898018678,560.6044662,405.0180966
88800,45.19289701,0.060164941,0.907478842,560.9113671,404.8454394
88950,45.83194699,0.152560613,0.90734331,561.2292946,404.6389466
89100,46.42320139,0.251300807,0.807831191,561.696904,404.3689006
89250,46.45393991,0.256733047,0.800499843,562.1097849,404.1167915
89400,46.44536634,0.255610193,0.802532564,562.5026113,403.8634326
89550,46.43027357,0.253608432,0.806010385,562.8829796,403.6070622
89700,46.40881968,0.250725798,0.810805075,563.2520284,403.3483949
89850,46.38116272,0.246960326,0.816788403,563.6108967,403.0881453
90000,46.34746076,0.242310051,0.823832137,563.9607233,402.8270278
90150,46.30787187,0.236773008,0.831808044,564.3026469,402.5657572
90300,46.26255409,0.230347232,0.840587894,564.6378065,402.305048
90450,46.21166551,0.223030757,0.850043455,564.9673409,402.0456147
90600,46.15536418,0.21482162,0.860046494,565.2923888,401.788172
90750,46.09380816,0.205717854,0.870468781,565.6140891,401.5334344
90900,46.02715553,0.195717495,0.881182084,565.9335807,401.2821166
91050,45.95556433,0.184818577,0.89205817,566.2520024,401.034933
91200,45.87919263,0.173019136,0.902968809,566.5704929,400.7925982
91350,45.7981985,0.160317206,0.913785768,566.8901911,400.5558269
91500,45.71274,0.146710823,0.924380816,567.2122359,400.3253336
91650,45.62297519,0.13219802,0.934625721,567.5377661,400.1018329
91800,45.52906214,0.116776834,0.944392252,567.8679204,399.8860394
91950,45.43115891,0.100445298,0.953552177,568.2038378,399.6786677
92100,45.32942356,0.083201449,0.961977263,568.546657,399.4804322
92250,45.22401415,0.06504332,0.969539281,568.8975169,399.2920477
92400,45.11508875,0.045968948,0.976109997,569.2575563,399.1142287
92550,45.00280542,0.025976366,0.98156118,569.627914,398.9476897
92700,44.88732223,0.005063609,0.985764598,570.0097289,398.7931454
92850,44.76879723,-0.016771287,0.98859202,570.4041398,398.6513103
93000,44.64738849,-0.039530288,0.989915215,570.8122854,398.522899
93150,44.47192964,-0.087370017,0.878828793,571.3350191,398.4288088
93300,44.29210525,-0.092867427,0.986563373,571.4505476,398.0997354
93450,44.12450009,-0.043097041,1.366565116,571.4505476,398.0108032
93600,43.89998651,0.048472452,1.350421463,571.9082121,397.69463
93750,43.62282401,0.136707159,0.952486171,572.8955487,397.5331726
93900,43.41312879,0.193590284,0.530886187,573.0874337,397.3229785
94050,43.43191957,0.238006282,0.605940305,573.0874337,397.095241
94200,43.68620284,0.283975567,0.840394204,573.4921432,396.7747268
94350,44.04812733,0.329292725,0.796431868,574.2839112,396.6712341
94500,44.29457407,0.349342178,0.630350409,574.4241094,396.3276079
94650,44.3193424,0.345992112,0.593847568,574.4241094,396.1825867
94800,44.20189264,0.328893905,0.524651447,574.938663,395.9128403
94950,44.02010592,0.329376037,0.481090463,575.0913099,395.7166905
95100,44.0490067,0.358684355,0.58071502,575.6725166,395.3199231
95250,44.35500091,0.418795761,0.716410729,575.707238,395.3012695
95400,44.83525449,0.469451568,0.670338332,576.4773947,394.8032585
95550,45.20616832,0.474971904,0.687397645,576.4826416,394.7998657
95700,45.33048786,0.429671142,1.047800115,576.4826416,394.4188027
95850,45.20364633,0.336339419,1.447515966,576.9515967,394.3029393
96000,44.85848518,0.211162822,1.422835006,577.7305074,393.8987847
96150,44.6322275,0.128623738,1.021778022,577.7345823,393.8936072
96300,44.47382242,0.079087312,0.57210902,577.7345823,393.7053723
96450,44.35939348,0.059220108,0.300796294,577.7805894,393.3375341
96600,44.20565744,0.049932241,0.581576786,578.3850718,393.0930337
96750,43.89052361,0.000304202,0.881607513,578.8200537,392.8586121
96900,43.55253516,-0.063243283,0.935840622,578.9204546,392.692083
97050,43.33960585,-0.099622556,0.799147474,579.0382263,392.3651142
97200,43.32120675,-0.097839977,0.842329469,579.0382263,392.3306885
97350,43.54625615,-0.048306003,0.82710111,579.1436863,392.1348708
97500,44.02015587,0.043508063,0.768420769,579.4139367,391.6330713
97650,44.54172841,0.145177748,0.710650903,579.6799939,391.1390577
97800,44.91536551,0.224549938,0.699587867,579.7751009,390.9624634
97950,44.96834296,0.266479611,0.68047129,580.1215623,390.9624634
98100,44.62273571,0.260530317,0.770490124,580.2407066,390.4439325
98250,43.95844658,0.225285396,0.899376882,580.2407066,390.4120483
98400,43.14664742,0.172966802,0.760588545,584.9327158,390.0136102
98550,42.49435877,0.126768793,0.452275513,586.1910401,389.8562057
98700,42.10261961,0.094340756,0.400140983,586.204085,389.8543396
98850,41.95070056,0.071820994,0.499911112,586.204085,389.289032
99000,41.94036322,0.05399346,0.484638848,586.4209398,389.2188325
99150,42.04785815,0.04644576,0.473521118,587.5500133,388.8533325
99300,42.29107714,0.047179978,0.547575506,587.5500133,388.6284303
99450,42.43174766,0.033717815,0.81881819,587.5500133,388.2747498
99600,42.36245183,-0.014748486,1.069206874,587.6598194,388.0087526
99750,41.92949124,-0.07366361,1.014792048,588.5074774,387.6878662
99900,41.41982513,-0.086844395,0.967849423,588.9841165,387.5277303
100050,41.10363367,-0.046419994,1.27068479,588.9841165,387.1718193
100200,41.07639266,0.058140336,1.416297569,589.3596269,386.8762559
100350,41.2745885,0.176106125,1.238719676,589.9163962,386.6366882
100500,41.65890234,0.269657196,0.850163166,590.2259299,386.4138197
100650,42.14130074,0.310573899,0.566771384,591.2120214,386.0261841
100800,42.66636541,0.310212566,0.580193395,591.5243022,385.950136
100950,43.10540466,0.245137539,1.107153908,591.5243022,385.5115447
101100,43.39422869,0.151495785,1.305639393,591.5243022,385.3200739
101250,43.50243999,0.074387367,1.057864706,591.5595925,384.9348145
101400,43.43718322,0.039385968,0.666341998,591.878594,384.7563367
101550,43.38902489,0.040175682,0.461745235,591.878594,384.4598389
101700,43.42432685,0.067016809,0.34915354,593.6147814,383.8169556
101850,43.49730068,0.076682335,0.297539208,594.3038229,383.7716199
102000,43.55718125,0.048434859,0.575284696,594.3038229,383.331604
102150,43.4865166,0.006433292,0.73,594.305151,383.3299207
102300,43.2230746,-0.051314564,0.73,594.8172777,382.6808405
102450,42.91311133,-0.111293049,0.624132996,594.824809,382.6712952
102600,42.63014861,-0.165685141,0.561578727,595.7204452,382.1900001
102750,42.3907521,-0.210520161,0.537850857,596.00337,381.9857384
102900,42.17414115,-0.234989789,0.430067672,596.00337,381.4965515
103050,41.99536812,-0.231164947,0.456749382,596.00337,381.4824512
103200,41.91417877,-0.186041504,0.740147706,596.0247736,380.8066101
103350,41.90154018,-0.122322181,0.836210767,596.7074702,380.7756842
103500,41.90956816,-0.065324699,0.689565333,597.8498129,380.2913513
103650,41.89487971,-0.030785601,0.44127784,597.8498129,380.2119067
103800,41.81963534,-0.021521166,0.318484925,597.9539122,379.5818176
103950,41.73035632,-0.029681887,0.278697127,598.3151867,379.3886513
104100,41.71296431,-0.043127588,0.21991957,598.3151867,378.9605045
104250,41.76751378,-0.053605748,0.205048286,599.2036502,378.5555385
104400,41.87787439,-0.053357982,0.188863857,600.0751178,378.3243408
104550,41.98316992,-0.053345628,0.232207362,600.0751178,378.0450817
104700,42.04999585,-0.053216625,0.288114426,600.0751178,377.6698788
104850,42.09875692,-0.047752311,0.276790099,600.1926056,377.214528
105000,42.13689579,-0.039882207,0.228388637,600.2662016,377.0328064
105150,42.0871524,-0.042891836,0.210306788,601.1745798,376.316799
105300,41.8488992,-0.056006395,0.400071969,601.2362504,376.2681883
105450,41.52524052,-0.08254412,0.58532742,600.8174813,375.69024
105600,41.10450376,-0.122872458,0.647859246,600.8174813,375.3979463
105750,40.74439113,-0.166519433,0.575338,600.8174813,374.918457
105900,40.60183099,-0.20050639,0.45137319,601.0418052,374.7918821
106050,40.6364079,-0.217148487,0.397992265,601.6857185,374.2426574
106200,40.8620805,-0.216979238,0.425786616,601.6857185,373.8544853
106350,41.20504337,-0.193361325,0.642913292,601.8640033,373.5309143
106500,41.57969301,-0.142287615,0.846272552,602.1802316,373.2435423
106650,41.92854287,-0.077756366,0.857582163,602.1802316,372.7052002
106800,42.23662147,-0.010253409,0.65739704,602.4390812,372.568214
106950,42.48107335,0.049451361,0.571749612,603.9147158,372.008352
107100,42.66660576,0.099318112,0.590716561,604.4239513,371.6407356
107250,42.79652052,0.139804118,0.592013882,604.4239513,371.2532654
107400,42.85504038,0.166697471,0.482022414,604.5481194,371.0658443
107550,42.876666,0.183162549,0.41,604.9979246,370.3869019
107700,42.91876064,0.19078875,0.41,605.2265406,370.2304962
107850,42.93785959,0.193892339,0.360452656,605.9146899,369.7597046
108000,42.92300562,0.17806459,0.429930148,605.8614685,369.0209258
108150,42.81177382,0.144883521,0.589946384,605.8503581,368.8643881
108300,42.56030033,0.101880635,0.549669725,605.8468946,368.2229919
108450,42.31747291,0.065819227,0.419095682,605.7790324,368.2228891
108600,42.08767551,0.043091449,0.258042469,605.7790324,367.3100814
108750,41.95940128,0.027,0.139361087,606.9930347,367.300574
108900,41.93303078,0.027003341,0.130027503,606.9929745,366.6352472
109050,42.00565136,0.033591411,0.185256991,606.9233599,366.3230137
109200,42.15230591,0.041234318,0.251292893,606.9233599,365.6925049
109350,42.29404526,0.055847166,0.299790372,606.9233599,365.6925049
109500,42.34796322,0.067123229,0.31,607.5577167,364.7258301
109650,42.32683345,0.068999536,0.310001836,608.8451878,364.7257971
109800,42.23354334,0.059661844,0.339473345,608.8451878,364.0777456
109950,42.13520341,0.054007077,0.330024208,608.8451878,363.7536995
110100,42.07471362,0.05871812,0.335763197,610.0287068,363.0386963
110250,42.07449273,0.075811465,0.350921469,610.4275339,362.8907337
110400,42.077,0.096480501,0.265406692,610.6095872,362.1300236
110550,42.05213846,0.105193464,0.197297896,610.6095872,362.0234985
110700,41.99317362,0.101006975,0.225577513,610.7911648,361.2877797
110850,41.95107775,0.090011948,0.24,610.8647732,360.9895325
111000,41.96155673,0.084396453,0.231743812,611.5766605,360.4467695
111150,42.0417654,0.08910962,0.27830584,611.8097056,360.0394883
111300,42.18874312,0.099929217,0.29,611.8156106,359.3478739
111450,42.30321676,0.10632808,0.274536086,611.8156106,358.9751288
111600,42.30182026,0.104427323,0.27717402,611.8156106,358.2831331
111750,42.2038806,0.095687912,0.275726576,612.6541711,358.1028748
111900,42.01029429,0.082231969,0.230535815,613.0400127,357.6071296
112050,41.81874028,0.07130693,0.190096477,613.0400127,357.1125006
112200,41.72528454,0.056171561,0.133321124,613.2685366,356.392588
112350,41.70575259,0.056972491,0.127944983,613.3554744,356.2150879
112500,41.68753227,0.056105331,0.120526654,613.3554744,355.5245605
112650,41.64040988,0.056428677,0.12,613.5634611,354.8877866
112800,41.58647033,0.055114074,0.123143339,614.8110213,354.2718201
112950,41.55372754,0.053126277,0.149613417,614.8110213,353.8652138
113100,41.57365794,0.059798461,0.16,614.8110213,353.2598983
113250,41.63356916,0.06851572,0.15408573,614.8881382,352.4370456
113400,41.69667694,0.076356661,0.139008553,614.9124355,352.2728577
113550,41.67479009,0.078695197,0.137459471,614.9124355,351.9300892
113700,41.62489676,0.075281785,0.163144027,615.0647545,351.1599606
113850,41.59533022,0.062592966,0.195933882,615.8707639,350.6790986
114000,41.58538507,0.052084611,0.20860368,616.2930499,350.1210447
114150,41.60344613,0.046086874,0.155590753,616.2930499,349.183894
114300,41.62591651,0.057854411,0.199302615,616.728979,348.9729004
114450,41.63916497,0.080578525,0.267059479,616.9899421,348.3401194
114600,41.66133942,0.095670422,0.237423915,617.2510904,347.7065125
114750,41.68927156,0.1229337,0.160223304,617.2510904,347.3300608
114900,41.68875022,0.134623572,0.136682168,617.2964334,346.5770042
115050,41.61874333,0.12426879,0.182929776,617.6121686,346.2030205
115200,41.50388043,0.107467164,0.245849394,618.0479927,345.8845241
115350,41.37284588,0.088660451,0.292759793,618.3874306,345.4358146
115500,41.22407026,0.068559122,0.247223042,618.4653715,344.3589436
115650,41.18363862,0.06225418,0.21,618.5028612,343.3404863
115800,41.18774753,0.061293154,0.21,618.5795116,342.8307378
115950,41.19605512,0.060641515,0.21,618.7022589,342.4794074
116100,41.20901486,0.060244992,0.21,618.8802354,342.148502
116250,41.2270802,0.06004931,0.21,619.1225735,341.7000288
116400,41.25178546,0.061473234,0.211506118,619.4506311,340.9802872
116550,41.31298707,0.115033744,0.279810131,620.0032022,340.1011658
116700,41.31026278,0.115568467,0.303653946,620.0780455,339.5312792
116850,41.25641786,0.109358194,0.382801126,620.1884143,338.6908875
117000,41.1429642,0.085824879,0.396932048,620.1884143,338.2307163
117150,41.03317446,0.101807825,0.288396232,620.5456106,337.3868139
117300,41.01445744,0.089745603,0.265343641,621.2106782,337.2587585
117450,41.04436571,0.080800061,0.296403309,621.2995342,336.6256782
117600,41.09689312,0.100336045,0.264696267,621.2995342,335.9675425
117750,41.10492305,0.099539948,0.175194477,621.407934,334.9520539
117900,41.08678328,0.064178485,0.141769691,621.4316387,334.8049316
118050,41.05775013,0.124558296,0.145944516,621.7951236,333.5333756
118200,40.99794406,0.057585392,0.237019117,621.8576084,333.3147888
118350,40.79678982,0.071020507,0.598043005,622.2576461,332.4162926
118500,40.43875788,0.030327396,0.815452859,622.2793899,331.8777361
118650,40.11742694,-0.011963595,0.752466082,622.2793899,330.97706
118800,40.05809208,-0.046889788,0.58072375,622.6834677,329.7329852
118950,40.23649696,-0.008020185,0.641965871,623.0860589,329.7230701
119100,40.60240712,0.038878963,0.665834289,623.0860589,328.5983464
119250,40.91454386,0.081787559,0.455712642,623.1000947,328.1661682
119400,40.98964248,0.096696472,0.30360416,623.1478294,327.7661609
119550,40.89480238,0.091501208,0.310429905,623.1478294,326.8340873
119700,40.7390077,0.073273417,0.31521184,623.1954909,326.1598319
119850,40.6229546,0.056994555,0.255317089,623.4967133,324.9057275
120000,40.56418078,0.056244967,0.16332512,623.6579458,324.4293518
120150,40.53884721,0.06,0.12,623.6579458,323.6315456
120300,40.54156739,0.059492675,0.15043952,623.9545458,322.7954407
120450,40.56403347,0.061988349,0.18,624.2425806,322.275251
120600,40.58417725,0.066595119,0.18,624.2425806,321.2074677
120750,40.59180297,0.067957332,0.170752621,624.6861305,321.1397705
120900,40.56420529,0.066443176,0.17,625.1000294,320.2050153
121050,40.52109751,0.063329045,0.17,625.1162373,319.5722393
121200,40.50502448,0.062012566,0.17,625.1162373,318.3368835
121350,40.51268192,0.064529464,0.17,625.0955295,318.1356872
121500,40.5407493,0.068732156,0.17,625.0984952,316.6242065
121650,40.56906685,0.077655749,0.174147842,625.6196322,316.2906397
121800,40.57144369,0.086164714,0.19621553,625.739003,315.4802856
121950,40.52775164,0.089492032,0.220925307,626.0738753,315.0627271
122100,40.44633062,0.089281576,0.261701167,626.0738753,313.7325745
122250,40.35518235,0.081219953,0.288344086,626.1585638,313.605966
122400,40.28451353,0.072859772,0.260479331,626.8464393,312.383966
122550,40.23780006,0.069,0.221516463,626.9431565,311.6483679
122700,40.2195963,0.070014167,0.191670895,626.9431565,310.7882385
122850,40.22014319,0.072051649,0.154855991,626.9322167,310.4368421
123000,40.22443369,0.066620188,0.127749964,626.8870075,308.9846802
123150,40.16611474,0.072201004,0.201850824,626.8870075,308.5523925
123300,40.04248186,0.056859565,0.279722688,627.4573957,307.7919617
123450,39.92362661,0.048714859,0.305376884,628.6147055,307.2225295
123600,39.8669608,0.051783344,0.338110029,628.7363141,306.1686803
123750,39.84732711,0.059076772,0.369470657,628.7363141,304.7880359
123900,39.88097412,0.070237991,0.318860694,628.7368401,304.7427292
124050,39.94699113,0.082638582,0.262312862,629.2673097,302.9191907
124200,39.95378747,0.083957255,0.250471555,629.2807241,302.8730774
124350,39.95063928,0.081837411,0.25,629.9057734,301.9707582
124500,39.925161,0.07591596,0.258102885,630.1275176,299.838688
124650,39.87243799,0.071096907,0.269584683,630.1312894,299.7421265
124800,39.84381923,0.076739659,0.241050285,630.1312894,299.6392631
124950,39.839,0.066112807,0.248669685,630.1935772,298.2663607
125100,39.85070165,0.070069283,0.226884431,631.3052245,297.173075
125250,39.90475337,0.082769116,0.202388507,632.0505371,296.5623169
125400,39.90157066,0.086788235,0.207963319,632.0505371,295.4095709
125550,39.83476756,0.086425797,0.242106713,632.2753289,294.6047974
125700,39.72535586,0.08215022,0.294823274,632.5085192,294.2474298
125850,39.60047989,0.072820737,0.317847165,632.7292373,293.0709302
126000,39.49494021,0.069,0.306366755,633.7898616,292.1050774
126150,39.44727752,0.070014893,0.297029091,634.1417136,291.3452148
