distance,surface,bed
46750,1234.961098,-113.6931142
46800,1233.745093,-118.6919919
46850,1232.604877,-123.6116169
46900,1231.454267,-128.4347256
46950,1230.276389,-133.1965149
47000,1229.069385,-137.8629921
47050,1227.829843,-142.3968917
47100,1226.548904,-146.8320803
47150,1225.237924,-151.1860924
47200,1223.916366,-155.4396663
47250,1222.50757,-159.6330705
47300,1220.989435,-163.7762216
47350,1219.334418,-167.9054644
47400,1217.659033,-171.9452988
47450,1216.012391,-175.9217707
47500,1214.37309,-179.8228593
47550,1212.709566,-183.6973969
47600,1211.014371,-187.5707846
47650,1209.307124,-191.4725955
47700,1207.578351,-195.3921076
47750,1205.814574,-199.3031658
47800,1203.995648,-203.2637379
47850,1202.14505,-207.2629138
47900,1200.27309,-211.3108354
47950,1198.37721,-215.3945296
48000,1196.433954,-219.5549153
48050,1194.482764,-223.7025798
48100,1192.529413,-227.785
48150,1190.589151,-231.8017052
48200,1188.658716,-235.7604906
48250,1186.751713,-239.6908386
48300,1184.861322,-243.6166012
48350,1182.930622,-247.5801553
48400,1180.958489,-251.5559264
48450,1178.984717,-255.5231198
48500,1177.043188,-259.4697197
48550,1175.158062,-263.3857038
48600,1173.229189,-267.3264274
48650,1171.258667,-271.2590253
48700,1169.223912,-275.2139833
48750,1167.19143,-279.1362142
48800,1165.154766,-283.0197111
48850,1163.040031,-286.9289228
48900,1160.897466,-290.8189765
48950,1158.767087,-294.646415
49000,1156.678988,-298.4236363
49050,1154.609495,-302.1358234
49100,1152.505391,-305.8253716
49150,1150.38196,-309.4817315
49200,1148.269368,-313.0921259
49250,1146.196598,-316.6141543
49300,1144.125506,-320.0780527
49350,1142.033982,-323.5097131
49400,1139.937656,-326.8820785
49450,1137.847249,-330.1995222
49500,1135.757693,-333.5020697
49550,1133.656746,-336.8039485
49600,1131.554789,-340.0967811
49650,1129.458708,-343.3903311
49700,1127.402582,-346.6514722
49750,1125.3506,-349.9209011
49800,1123.295757,-353.1980379
49850,1121.207696,-356.5465541
49900,1119.118294,-359.9269377
49950,1117.025438,-363.3669431
50000,1114.953817,-366.8447334
50050,1112.916526,-370.3504521
50100,1110.922415,-373.897552
50150,1109.002107,-377.4424017
50200,1107.126935,-381.071955
50250,1105.359403,-384.7374634
50300,1103.730068,-388.3917381
50350,1102.248688,-392.0914388
50400,1100.848939,-395.8172221
50450,1099.502586,-399.5527349
50500,1098.205578,-403.3086766
50550,1096.944407,-407.0832568
50600,1095.722017,-410.7880525
50650,1094.494864,-414.4270605
50700,1093.281981,-417.9885215
50750,1092.109135,-421.4596369
50800,1090.982786,-424.8148686
50850,1089.886989,-428.0636127
50900,1088.786797,-431.2240088
50950,1087.695472,-434.2679776
51000,1086.615432,-437.1953869
51050,1085.515919,-440.0225212
51100,1084.36384,-442.7676712
51150,1083.155064,-445.4320975
51200,1081.908468,-447.9974377
51250,1080.641855,-450.4585463
51300,1079.319842,-452.8510632
51350,1077.944046,-455.1640649
51400,1076.510468,-457.3852274
51450,1075.014668,-459.5298573
51500,1073.448441,-461.5936178
51550,1071.804158,-463.543552
51600,1070.111955,-465.3727773
51650,1068.373287,-467.0734918
51700,1066.662833,-468.6215315
51750,1064.936593,-470.074427
51800,1063.174318,-471.437623
51850,1061.386007,-472.6902764
51900,1059.544855,-473.8633757
51950,1057.678811,-474.959438
52000,1055.749696,-475.9589054
52050,1053.789064,-476.8525868
52100,1051.800748,-477.6467949
52150,1049.794498,-478.3426501
52200,1047.764547,-478.9570577
52250,1045.74125,-479.5047681
52300,1043.736564,-480.0354519
52350,1041.758588,-480.5638411
52400,1039.782706,-481.0997205
52450,1037.837863,-481.6332394
52500,1035.96409,-482.127206
52550,1034.16787,-482.567505
52600,1032.43599,-482.9889679
52650,1030.688299,-483.4318067
52700,1028.909476,-483.9028718
52750,1027.097114,-484.4065669
52800,1025.263653,-484.9115811
52850,1023.424812,-485.3945446
52900,1021.612573,-485.8397757
52950,1019.823579,-486.2473699
53000,1018.077485,-486.6108472
53050,1016.370749,-486.937467
53100,1014.650055,-487.2542915
53150,1012.891655,-487.5725906
53200,1011.075998,-487.9018501
53250,1009.230607,-488.2300961
53300,1007.373215,-488.5524918
53350,1005.478539,-488.8809743
53400,1003.547732,-489.2161378
53450,1001.588091,-489.5658614
53500,999.6325499,-489.9323775
53550,997.6879264,-490.3112323
53600,995.7585462,-490.7994488
53650,993.8257683,-491.5976918
53700,991.8660985,-492.3407962
53750,989.9001819,-493.261515
53800,987.9164732,-494.4559732
53850,985.9279416,-495.6967646
53900,983.9359067,-496.9403785
53950,981.9196008,-498.1962124
54000,979.8745349,-499.4820465
54050,977.8814278,-500.7555244
54100,975.9415798,-502.0036369
54150,974.0127601,-503.2466886
54200,972.1068567,-504.4866246
54250,970.2014371,-505.7387132
54300,968.3278771,-506.9926144
54350,966.5164366,-508.2267995
54400,964.7322654,-509.4660022
54450,962.9360493,-510.7458271
54500,961.1534566,-512.0615967
54550,959.4127552,-513.4131818
54600,957.7691818,-514.7728164
54650,956.2013218,-516.1692003
54700,954.6841892,-517.5970063
54750,953.1979132,-519.0563544
54800,951.7208553,-520.5628006
54850,950.2373073,-522.1027283
54900,948.724086,-523.6373596
54950,947.1606598,-525.1882321
55000,945.5930005,-526.7934207
55050,944.0483591,-528.4365948
55100,942.5206319,-530.1298411
55150,940.9943754,-531.9005731
55200,939.461446,-533.7395315
55250,937.8994481,-535.6634173
55300,936.3545496,-537.5930721
55350,934.828334,-539.5179213
55400,933.3394929,-541.4296317
55450,931.8330289,-543.3545964
55500,930.2459442,-545.3281548
55550,928.6084758,-547.3232639
55600,926.9075583,-549.3246023
55650,925.2159185,-551.2639227
55700,923.518493,-553.1596063
55750,921.83015,-554.9960622
55800,920.1515415,-556.7784921
55850,918.4558131,-558.5303073
55900,916.748155,-560.229348
55950,915.0041345,-561.9114056
56000,913.219683,-563.6631635
56050,911.4254022,-565.5242406
56100,909.6217355,-567.5402841
56150,907.7939746,-569.9068964
56200,905.9845515,-572.5797726
56250,904.1981672,-575.3580338
56300,902.4152515,-578.2702409
56350,900.6473921,-581.283712
56400,898.8430477,-584.4557345
56450,897.0277385,-587.8243366
56500,895.2069988,-591.322644
56550,893.3713763,-594.9067943
56600,891.5225795,-598.4605348
56650,889.6557719,-601.7440799
56700,887.7740862,-605.1225302
56750,885.8845178,-608.3045516
56800,883.9741075,-611.2473496
56850,882.0298057,-614.1630966
56900,880.0954832,-617.0659785
56950,878.2209087,-619.9467603
57000,876.4133065,-622.792779
57050,874.6509941,-625.610994
57100,872.8624079,-628.4684379
57150,871.0839949,-631.3315816
57200,869.3192237,-634.2044468
57250,867.5695686,-637.082066
57300,865.801934,-639.9858367
57350,864.0184507,-642.9110521
57400,862.2439561,-645.8547025
57450,860.4886968,-648.8042994
57500,858.7312948,-651.7836007
57550,856.9525112,-654.7873997
57600,855.1032999,-657.8534308
57650,853.1821937,-660.9793472
57700,851.1869805,-664.1642092
57750,849.1554062,-667.3816398
57800,847.1423516,-670.5839944
57850,845.1667588,-673.7978822
57900,843.2105088,-677.0972813
57950,841.2737536,-680.4576537
58000,839.3309846,-683.8715618
58050,837.3983059,-687.3241963
58100,835.4343612,-690.8475911
58150,833.4507701,-694.3648576
58200,831.4330776,-697.9071627
58250,829.3881754,-701.475091
58300,827.330925,-705.0345966
58350,825.2255456,-708.6229922
58400,823.0656431,-712.2423082
58450,820.9033085,-715.8398556
58500,818.7347312,-719.4440653
58550,816.572823,-723.0225252
58600,814.3571541,-726.6336538
58650,812.1059518,-730.2660458
58700,809.8291013,-733.9313847
58750,807.561577,-737.622416
58800,805.3046141,-741.3148803
58850,802.9930216,-745.0618116
58900,800.6460245,-748.82227
58950,798.2424548,-752.6256086
59000,795.8411791,-756.3436232
59050,793.4255257,-759.9398245
59100,791.3532387,-763.1334584
59150,790.2887518,-765.3653808
59200,789.2210572,-767.2994624
59250,788.1473373,-769.1117258
59300,787.0491126,-770.8312539
59350,785.942662,-772.414915
59400,784.8472346,-773.8457172
59450,783.7391933,-775.0445062
59500,782.6189447,-776.054719
59550,781.4843637,-776.936568
59600,780.3415286,-777.6903149
59650,779.218847,-778.3958852
59700,778.1147496,-779.0826032
59750,777.0306001,-779.7492203
59800,775.9727554,-780.3901605
59850,774.9374844,-781.0143593
59900,773.8993243,-781.6351116
59950,772.780216,-782.2869716
60000,771.5807754,-782.9684714
60050,770.3004732,-783.6815043
60100,769.0250908,-784.3875444
60150,767.739889,-785.0971475
60200,766.437936,-785.8122495
60250,765.1039129,-786.5404392
60300,763.7577497,-787.2722395
60350,762.4235151,-787.9906101
60400,761.0688852,-788.7000896
60450,759.6856809,-789.4028251
60500,758.2778425,-790.0966423
60550,756.8496973,-790.7778693
